filename,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77
549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp.wav,belly_pain,-592.1546630859375,119.94599914550781,-37.22531509399414,3.943798303604126,-6.301994800567627,-31.196325302124023,-2.486449718475342,-2.7226758003234863,-4.573812961578369,-1.983921766281128,-5.544253826141357,-1.2824801206588745,-8.855104446411133,8799.302734375,2373.069580078125,1819.631103515625,399.220947265625,110.95826721191406,320.0157775878906,109.02128601074219,38.58132553100586,25.744293212890625,30.063325881958008,20.176076889038086,19.09786605834961,26.670812606811523,2.7741167545318604,1.4498279094696045,-0.8908873200416565,-0.10202888399362564,0.09840486198663712,-0.17418396472930908,0.05775308236479759,-0.03153358772397041,-0.02624056115746498,0.03142421320080757,-0.03632957488298416,0.028377948328852654,-0.009133081883192062,175.40977478027344,54.259063720703125,30.640583038330078,15.169651985168457,5.174778938293457,9.579622268676758,5.024256706237793,0.6745747327804565,0.8285040259361267,0.8374348282814026,0.8262562155723572,0.45713499188423157,0.6726090312004089,-1.1300122737884521,-0.5768503546714783,0.36933720111846924,-0.00011915222421521321,0.011993026360869408,0.22407957911491394,0.029141925275325775,0.06208927929401398,0.06532222777605057,-0.05672873929142952,0.020956097170710564,0.0189890805631876,0.01899033598601818,37.07233428955078,14.182318687438965,9.043163299560547,5.024853706359863,2.6632323265075684,2.62272572517395,1.836289644241333,0.4192935824394226,0.359656423330307,0.4252556264400482,0.32254350185394287,0.2089994251728058,0.3706827461719513
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138495-1.0-m-72-bp.wav,belly_pain,-476.94696044921875,116.77861022949219,-61.00475311279297,20.997812271118164,-15.522144317626953,-23.152236938476562,1.1465250253677368,-30.063074111938477,-1.0553081035614014,-6.517507553100586,-21.770671844482422,-1.3255916833877563,-21.21770477294922,4032.412841796875,721.9649047851562,419.19171142578125,71.51548767089844,57.79924011230469,65.47956848144531,29.694868087768555,102.26412963867188,20.97561264038086,27.37608528137207,45.27678298950195,18.49264144897461,64.60525512695312,2.086543560028076,0.7910925149917603,-0.5913549065589905,0.24678489565849304,-0.30177026987075806,-0.1730813980102539,0.12283255159854889,-0.3766807019710541,0.06088721379637718,0.09227246791124344,-0.21409320831298828,0.09852942824363708,0.10051815211772919,42.07544708251953,9.583871841430664,4.974712371826172,1.6883530616760254,1.1717060804367065,2.040468692779541,1.3085037469863892,1.7681477069854736,0.615822434425354,1.0027512311935425,1.160995364189148,0.6617632508277893,1.46583092212677,0.5527065396308899,0.32141560316085815,-0.12383180856704712,0.022731415927410126,0.030186500400304794,-0.08349057286977768,-0.01928858645260334,0.0030115670524537563,-0.03101217746734619,-0.03827592730522156,-0.028926413506269455,-0.052608683705329895,-0.1389346867799759,34.88865280151367,7.812042713165283,2.6260149478912354,1.0184001922607422,0.3240490257740021,1.1169533729553223,0.4293160140514374,0.5429048538208008,0.35890886187553406,0.37912264466285706,0.6061919331550598,0.190540611743927,0.5486946702003479
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,belly_pain,-430.30230712890625,156.72802734375,-87.77266693115234,20.23670768737793,-19.688892364501953,-28.926788330078125,9.445394515991211,-32.023109436035156,-4.974334239959717,-8.925553321838379,-26.22060203552246,0.7994409799575806,-17.9218692779541,4255.54833984375,263.0566711425781,1069.1324462890625,234.0595245361328,43.92688751220703,26.940814971923828,83.25664520263672,113.01382446289062,29.093996047973633,38.25800323486328,34.07387161254883,68.57447052001953,33.706993103027344,0.0476732961833477,0.15377934277057648,0.2724292576313019,0.21308369934558868,0.054040975868701935,-0.0799090564250946,-0.23407116532325745,-0.211560919880867,0.01821049489080906,0.06327185034751892,0.023096388205885887,0.1218656599521637,0.07029466331005096,82.87208557128906,6.071390151977539,19.937166213989258,6.724839210510254,0.8709427118301392,0.8121048808097839,1.663516879081726,2.1067216396331787,1.0121815204620361,0.9649508595466614,1.3334896564483643,1.1432783603668213,0.7498689293861389,-0.12980882823467255,0.02039974369108677,0.14344321191310883,0.009450573474168777,0.016526589170098305,0.02491096220910549,-0.007330682128667831,0.024015838280320168,-0.009230773895978928,-0.00437729898840189,0.0476195253431797,0.01848900131881237,-0.0010624045971781015,14.784799575805664,1.2842772006988525,3.4848508834838867,1.5114786624908447,0.30259495973587036,0.22843831777572632,0.3361957371234894,0.588225245475769,0.42726120352745056,0.2980492115020752,0.5631356835365295,0.31811660528182983,0.277382493019104
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138514-1.0-m-72-bp.wav,belly_pain,-377.68621826171875,166.13633728027344,-96.27196502685547,31.833158493041992,-25.52903938293457,-42.75844955444336,6.638169288635254,-38.95568084716797,-5.462840557098389,-5.316512584686279,-29.758819580078125,0.7873109579086304,-15.604994773864746,4811.599609375,1709.387451171875,624.9697265625,177.28195190429688,58.64693069458008,176.9218292236328,101.30067443847656,43.81321716308594,39.60276412963867,35.219173431396484,29.542518615722656,39.129390716552734,63.282718658447266,1.062088131904602,0.4814542531967163,-0.08231757581233978,-0.13961677253246307,-0.11112978309392929,-0.19210848212242126,-0.3303501307964325,-0.20714136958122253,0.11270088702440262,0.09868492186069489,-0.08145266026258469,0.00949092861264944,0.05137784034013748,95.1110610961914,34.62859344482422,25.649242401123047,8.03735065460205,2.7127845287323,4.84949254989624,3.5571820735931396,1.9754974842071533,1.8734526634216309,1.6252360343933105,1.3262513875961304,1.7311195135116577,2.7949228286743164,-0.06998539716005325,-0.3679027259349823,-0.08798319101333618,-0.09409312903881073,0.008959788829088211,0.14972569048404694,0.03594077005982399,0.006455824710428715,0.09578203409910202,0.11328884214162827,0.09032825380563736,0.10579762607812881,0.10375460237264633,43.900630950927734,10.713266372680664,8.159958839416504,1.8556277751922607,0.9687253832817078,1.1907325983047485,0.9544811844825745,0.9535757303237915,0.6414771676063538,0.6523935198783875,0.47806593775749207,0.5965613722801208,0.6473791599273682
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138524-1.0-m-72-bp.wav,belly_pain,-272.71942138671875,160.42855834960938,-90.37287139892578,32.194087982177734,-29.66855239868164,-44.654457092285156,3.4640913009643555,-37.935489654541016,-2.4026541709899902,-5.968118667602539,-24.141193389892578,6.233055591583252,-18.232919692993164,1823.24462890625,302.42828369140625,392.10504150390625,66.36758422851562,129.8517303466797,82.85250091552734,77.97041320800781,63.28472900390625,39.2236328125,29.14682960510254,31.07228660583496,76.74556732177734,64.80806732177734,-0.312689870595932,0.08568336814641953,0.37353047728538513,-0.016760237514972687,0.016653895378112793,0.05345182865858078,-0.18469837307929993,-0.2072834074497223,-0.03546290844678879,0.05931708589196205,-0.11387435346841812,-0.1802336871623993,0.034412700682878494,68.02253723144531,7.703900337219238,18.392133712768555,3.3305442333221436,4.56665563583374,2.5983099937438965,3.369533061981201,1.9778703451156616,1.6789004802703857,1.072281837463379,1.151626467704773,3.8204381465911865,2.387268304824829,-0.17272920906543732,-0.0817093774676323,-0.0023403801023960114,-0.11912286281585693,-0.03664252534508705,0.09033051878213882,0.07180051505565643,0.003973375540226698,-0.0253214780241251,0.04052671790122986,0.054088007658720016,-0.00539462361484766,-0.018476221710443497,27.652935028076172,4.981796741485596,5.720491409301758,1.867506504058838,1.667152762413025,0.9732787609100342,1.4460095167160034,1.1027233600616455,0.9687014818191528,0.5146805644035339,0.5445029139518738,1.619248867034912,0.9549282789230347
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,belly_pain,-376.81787109375,134.6343536376953,-89.57939147949219,27.77831268310547,-22.9229679107666,-32.8993034362793,10.705947875976562,-31.507108688354492,-3.6362977027893066,-6.635216236114502,-22.777294158935547,4.869876384735107,-15.578289031982422,5966.54345703125,622.0904541015625,1426.603271484375,215.4568634033203,86.49407196044922,69.81578063964844,152.8731231689453,55.029788970947266,44.17854309082031,44.06330108642578,36.494873046875,53.970359802246094,34.29001235961914,1.9144525527954102,-0.08773639053106308,-0.5818036198616028,-0.07624983042478561,-0.2426566630601883,-0.10779842734336853,0.18401314318180084,0.17570649087429047,0.2578617334365845,0.24201664328575134,0.0034529997501522303,-0.11917343735694885,0.012907634489238262,237.27590942382812,19.68121910095215,46.263832092285156,8.274763107299805,2.4258246421813965,1.9080313444137573,4.9996442794799805,1.871002197265625,1.5898936986923218,1.607343316078186,0.9507625699043274,1.7880653142929077,1.681708812713623,0.2572672665119171,-0.3582053780555725,0.31218603253364563,-0.07423191517591476,-0.0653301477432251,0.008411772549152374,-0.00204921280965209,0.11651240289211273,-0.058558955788612366,0.06114509701728821,0.14384877681732178,-0.037332549691200256,0.04355636611580849,23.43771743774414,7.381295204162598,9.102160453796387,1.8810818195343018,1.0211926698684692,0.7224400043487549,1.3253200054168701,0.6890544295310974,0.596809446811676,0.4037972390651703,0.8648268580436707,0.42992740869522095,0.6288230419158936
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,belly_pain,-354.7841491699219,111.30430603027344,-58.16796875,21.620559692382812,-24.22622299194336,-28.5283145904541,1.8351719379425049,-33.871681213378906,-8.551573753356934,-10.152603149414062,-20.558752059936523,-0.2561001181602478,-20.674694061279297,1447.6280517578125,285.7120666503906,483.6842041015625,215.10621643066406,123.39122772216797,87.66045379638672,163.3892364501953,87.55165100097656,29.312904357910156,58.24401092529297,25.068605422973633,48.65147018432617,98.18197631835938,-1.1357616186141968,0.08051148056983948,0.7041870951652527,-0.44842562079429626,0.27911341190338135,0.26222899556159973,-0.375059574842453,0.20846539735794067,0.03420502692461014,-0.43976494669914246,-0.1750011295080185,-0.07952962815761566,-0.22730563580989838,47.3416862487793,11.818042755126953,14.89271354675293,8.885927200317383,2.1423733234405518,2.2792840003967285,6.305652141571045,4.203797817230225,1.4267685413360596,2.4239509105682373,0.7759166359901428,2.1346218585968018,4.085333824157715,-0.3583183288574219,0.021468963474035263,0.2876209616661072,-0.006051199045032263,0.0709696039557457,-0.030590511858463287,-0.1258755773305893,0.003987363539636135,0.011607504449784756,0.08253967016935349,0.03398368880152702,0.032210562378168106,0.1528462916612625,12.087312698364258,3.992097854614258,3.7223033905029297,3.897594928741455,0.8648579120635986,1.3098170757293701,1.580557942390442,0.887229323387146,0.540256679058075,0.4678812623023987,0.33807969093322754,0.9024437665939331,1.526147723197937
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,belly_pain,-376.6313171386719,104.7405014038086,-22.287431716918945,0.6582639813423157,-21.522918701171875,-31.785335540771484,-14.577665328979492,-26.845659255981445,-16.858558654785156,-11.513339042663574,-11.116161346435547,-0.8791001439094543,-11.15158748626709,4635.9638671875,1275.1605224609375,500.1170959472656,119.10696411132812,161.5593719482422,202.9801788330078,98.68445587158203,165.27545166015625,42.54816436767578,38.54679870605469,32.617149353027344,52.59444046020508,32.71754837036133,1.2188518047332764,0.7090485095977783,-0.12835916876792908,0.06552143394947052,-0.3239407539367676,-0.3936806619167328,-0.03664851561188698,-0.2743542194366455,-0.37793585658073425,-0.15446530282497406,-0.06941995024681091,-0.06855770945549011,-0.15530091524124146,126.45550537109375,30.568450927734375,21.149335861206055,3.6587018966674805,3.2103962898254395,5.030961513519287,2.241971015930176,4.434731483459473,2.0606188774108887,1.1481817960739136,1.1840089559555054,1.9982280731201172,1.6371939182281494,0.6810125708580017,0.24662886559963226,-0.14842893183231354,0.24951621890068054,0.05748672038316727,-0.0072411419823765755,0.09268108010292053,-0.05180048570036888,0.02751750871539116,-0.016737693920731544,-0.13495448231697083,-0.03202512860298157,0.006886638235300779,46.11187744140625,10.319916725158691,6.209792613983154,1.7623928785324097,0.6913679242134094,1.3486595153808594,0.8457937240600586,1.0539695024490356,0.43814408779144287,0.395469069480896,0.8090294599533081,0.5158576965332031,0.7135147452354431
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,belly_pain,-342.09283447265625,106.92807006835938,-57.89991760253906,31.67723274230957,-40.99915313720703,-32.69504928588867,5.534745693206787,-42.90454864501953,-2.2839391231536865,-7.609344482421875,-25.70560073852539,8.57235050201416,-10.791089057922363,3049.0732421875,307.7236328125,476.8463134765625,231.2657928466797,131.8462371826172,63.950843811035156,95.6362075805664,109.39341735839844,70.88524627685547,59.19868850708008,51.79723358154297,154.62387084960938,153.56703186035156,2.0379817485809326,0.6933639049530029,-0.46350565552711487,0.544098436832428,-0.09042029827833176,-0.030804922804236412,0.2738427221775055,-0.1604474037885666,-0.10115095227956772,-0.142771914601326,-0.05588028207421303,0.050872802734375,-0.15696968138217926,78.57681274414062,14.220820426940918,7.321695327758789,6.6324028968811035,4.690145492553711,2.026165008544922,2.75496244430542,4.411257266998291,3.068732738494873,2.0772955417633057,2.010840654373169,5.337501049041748,4.971414089202881,-0.2926578223705292,-0.19581599533557892,0.05592457950115204,-0.07029595971107483,0.007362248841673136,0.16447438299655914,0.05258205160498619,0.16719497740268707,0.1322733461856842,0.06481069326400757,0.14097841084003448,-0.011429860256612301,-0.020361151546239853,28.169475555419922,3.3362417221069336,3.5778026580810547,2.70345139503479,2.053593158721924,0.9367337226867676,0.5558897256851196,0.9663573503494263,1.2386866807937622,0.5427259206771851,0.8752620816230774,1.3858879804611206,1.1061797142028809
69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,belly_pain,-248.2134246826172,112.66714477539062,-64.32087707519531,8.605453491210938,-32.77193069458008,-29.64280891418457,5.772688388824463,-22.020854949951172,5.955241680145264,-3.896117925643921,-20.532363891601562,3.9384427070617676,-12.892183303833008,10021.0078125,1012.0123291015625,2423.555419921875,440.10015869140625,225.93675231933594,218.52935791015625,238.82012939453125,63.19585418701172,183.2046356201172,91.5301513671875,94.13359069824219,167.06719970703125,110.91561889648438,2.828573703765869,0.5215959548950195,-0.9576756954193115,0.38388127088546753,-0.4015246033668518,-0.19449110329151154,0.3914661109447479,-0.15464167296886444,0.31976786255836487,0.20928078889846802,-0.1157975122332573,0.24469949305057526,-0.05652119219303131,368.64361572265625,41.40399932861328,90.44171905517578,13.731399536132812,6.931432247161865,7.700171947479248,8.525420188903809,3.1402945518493652,4.582706928253174,2.47322940826416,2.915724515914917,8.099279403686523,3.513899087905884,0.024867087602615356,-0.19913344085216522,0.16623058915138245,-0.017462505027651787,-0.07265377044677734,-0.0549083910882473,-0.02344920113682747,0.0549662820994854,0.02711593173444271,0.011178876273334026,0.005875880364328623,0.030690902844071388,0.06122036650776863,130.01254272460938,17.026466369628906,26.964881896972656,4.511660575866699,2.4672443866729736,3.475437641143799,1.886633038520813,1.145777702331543,1.3759549856185913,1.2962883710861206,0.7617981433868408,3.1235899925231934,2.1036434173583984
